C84,Cyclic group,84,1,C84,"84,6"
D42,Dihedral group; = C2×D21,42,2+,D42,"84,14"
Dic21,Dicyclic group; = C3⋊Dic7,84,2-,Dic21,"84,5"
C7⋊A4,The semidirect product of C7 and A4 acting via A4/C22=C3,28,3,C7:A4,"84,11"
C7⋊C12,The semidirect product of C7 and C12 acting via C12/C2=C6,28,6-,C7:C12,"84,1"
C2×C42,"Abelian group of type [2,42]",84,,C2xC42,"84,15"
C2×F7,Direct product of C2 and F7; = Aut(D14) = Hol(C14),14,6+,C2xF7,"84,7"
S3×D7,Direct product of S3 and D7,21,4+,S3xD7,"84,8"
C7×A4,Direct product of C7 and A4,28,3,C7xA4,"84,10"
C6×D7,Direct product of C6 and D7,42,2,C6xD7,"84,12"
S3×C14,Direct product of C14 and S3,42,2,S3xC14,"84,13"
C7×Dic3,Direct product of C7 and Dic3,84,2,C7xDic3,"84,3"
C3×Dic7,Direct product of C3 and Dic7,84,2,C3xDic7,"84,4"
C4×C7⋊C3,Direct product of C4 and C7⋊C3,28,3,C4xC7:C3,"84,2"
C22×C7⋊C3,Direct product of C22 and C7⋊C3,28,,C2^2xC7:C3,"84,9"
