C108,Cyclic group,108,1,C108,"108,2"
D54,Dihedral group; = C2×D27,54,2+,D54,"108,4"
Dic27,Dicyclic group; = C27⋊C4,108,2-,Dic27,"108,1"
C32⋊D6,The semidirect product of C32 and D6 acting faithfully,9,6+,C3^2:D6,"108,17"
C33⋊C4,2nd semidirect product of C33 and C4 acting faithfully,12,4,C3^3:C4,"108,37"
C32⋊4D6,The semidirect product of C32 and D6 acting via D6/C3=C22,12,4,C3^2:4D6,"108,40"
He3⋊C4,The semidirect product of He3 and C4 acting faithfully,18,3,He3:C4,"108,15"
C32⋊A4,The semidirect product of C32 and A4 acting via A4/C22=C3,18,3,C3^2:A4,"108,22"
C9⋊A4,The semidirect product of C9 and A4 acting via A4/C22=C3,36,3,C9:A4,"108,19"
C9⋊C12,The semidirect product of C9 and C12 acting via C12/C2=C6,36,6-,C9:C12,"108,9"
C32⋊C12,The semidirect product of C32 and C12 acting via C12/C2=C6,36,6-,C3^2:C12,"108,8"
He3⋊3C4,2nd semidirect product of He3 and C4 acting via C4/C2=C2,36,3,He3:3C4,"108,11"
C9⋊Dic3,The semidirect product of C9 and Dic3 acting via Dic3/C6=C2,108,,C9:Dic3,"108,10"
C33⋊5C4,3rd semidirect product of C33 and C4 acting via C4/C2=C2,108,,C3^3:5C4,"108,34"
C32.A4,The non-split extension by C32 of A4 acting via A4/C22=C3,18,3,C3^2.A4,"108,21"
C9.A4,The central extension by C9 of A4,54,3,C9.A4,"108,3"
C2×C54,"Abelian group of type [2,54]",108,,C2xC54,"108,5"
C3×C36,"Abelian group of type [3,36]",108,,C3xC36,"108,12"
C6×C18,"Abelian group of type [6,18]",108,,C6xC18,"108,29"
C3×C62,"Abelian group of type [3,6,6]",108,,C3xC6^2,"108,45"
C32×C12,"Abelian group of type [3,3,12]",108,,C3^2xC12,"108,35"
S3×D9,Direct product of S3 and D9,18,4+,S3xD9,"108,16"
C9×A4,Direct product of C9 and A4,36,3,C9xA4,"108,18"
C6×D9,Direct product of C6 and D9,36,2,C6xD9,"108,23"
S3×C18,Direct product of C18 and S3,36,2,S3xC18,"108,24"
C4×He3,Direct product of C4 and He3,36,3,C4xHe3,"108,13"
C32×A4,Direct product of C32 and A4,36,,C3^2xA4,"108,41"
C3×Dic9,Direct product of C3 and Dic9,36,2,C3xDic9,"108,6"
C9×Dic3,Direct product of C9 and Dic3,36,2,C9xDic3,"108,7"
C22×He3,Direct product of C22 and He3,36,,C2^2xHe3,"108,30"
C32×Dic3,Direct product of C32 and Dic3,36,,C3^2xDic3,"108,32"
C4×3- 1+2,Direct product of C4 and 3- 1+2,36,3,"C4xES-(3,1)","108,14"
C22×3- 1+2,Direct product of C22 and 3- 1+2,36,,"C2^2xES-(3,1)","108,31"
C3×S32,"Direct product of C3, S3 and S3",12,4,C3xS3^2,"108,38"
C3×C32⋊C4,Direct product of C3 and C32⋊C4,12,4,C3xC3^2:C4,"108,36"
C2×C9⋊C6,Direct product of C2 and C9⋊C6; = Aut(D18) = Hol(C18),18,6+,C2xC9:C6,"108,26"
S3×C3⋊S3,Direct product of S3 and C3⋊S3,18,,S3xC3:S3,"108,39"
C2×C32⋊C6,Direct product of C2 and C32⋊C6,18,6+,C2xC3^2:C6,"108,25"
C2×He3⋊C2,Direct product of C2 and He3⋊C2,18,3,C2xHe3:C2,"108,28"
S3×C3×C6,Direct product of C3×C6 and S3,36,,S3xC3xC6,"108,42"
C6×C3⋊S3,Direct product of C6 and C3⋊S3,36,,C6xC3:S3,"108,43"
C3×C3⋊Dic3,Direct product of C3 and C3⋊Dic3,36,,C3xC3:Dic3,"108,33"
C2×C9⋊S3,Direct product of C2 and C9⋊S3,54,,C2xC9:S3,"108,27"
C3×C3.A4,Direct product of C3 and C3.A4,54,,C3xC3.A4,"108,20"
C2×C33⋊C2,Direct product of C2 and C33⋊C2,54,,C2xC3^3:C2,"108,44"
