C80,Cyclic group,80,1,C80,"80,2"
D40,Dihedral group,40,2+,D40,"80,7"
Dic20,Dicyclic group; = C5⋊1Q16,80,2-,Dic20,"80,8"
C4○D20,Central product of C4 and D20,40,2,C4oD20,"80,38"
C24⋊C5,The semidirect product of C24 and C5 acting faithfully,10,5+,C2^4:C5,"80,49"
C4⋊F5,The semidirect product of C4 and F5 acting via F5/D5=C2,20,4,C4:F5,"80,31"
C22⋊F5,The semidirect product of C22 and F5 acting via F5/D5=C2,20,4+,C2^2:F5,"80,34"
D4⋊D5,The semidirect product of D4 and D5 acting via D5/C5=C2,40,4+,D4:D5,"80,15"
D5⋊C8,The semidirect product of D5 and C8 acting via C8/C4=C2,40,4,D5:C8,"80,28"
Q8⋊D5,The semidirect product of Q8 and D5 acting via D5/C5=C2,40,4+,Q8:D5,"80,17"
C8⋊D5,3rd semidirect product of C8 and D5 acting via D5/C5=C2,40,2,C8:D5,"80,5"
C40⋊C2,2nd semidirect product of C40 and C2 acting faithfully,40,2,C40:C2,"80,6"
D4⋊2D5,The semidirect product of D4 and D5 acting through Inn(D4),40,4-,D4:2D5,"80,40"
Q8⋊2D5,The semidirect product of Q8 and D5 acting through Inn(Q8),40,4+,Q8:2D5,"80,42"
D10⋊C4,1st semidirect product of D10 and C4 acting via C4/C2=C2,40,,D10:C4,"80,14"
C5⋊C16,The semidirect product of C5 and C16 acting via C16/C4=C4,80,4,C5:C16,"80,3"
C5⋊2C16,The semidirect product of C5 and C16 acting via C16/C8=C2,80,2,C5:2C16,"80,1"
C4⋊Dic5,The semidirect product of C4 and Dic5 acting via Dic5/C10=C2,80,,C4:Dic5,"80,13"
C5⋊Q16,The semidirect product of C5 and Q16 acting via Q16/Q8=C2,80,4-,C5:Q16,"80,18"
C4.F5,The non-split extension by C4 of F5 acting via F5/D5=C2,40,4,C4.F5,"80,29"
D4.D5,The non-split extension by D4 of D5 acting via D5/C5=C2,40,4-,D4.D5,"80,16"
C4.Dic5,The non-split extension by C4 of Dic5 acting via Dic5/C10=C2,40,2,C4.Dic5,"80,10"
C23.D5,The non-split extension by C23 of D5 acting via D5/C5=C2,40,,C2^3.D5,"80,19"
C22.F5,The non-split extension by C22 of F5 acting via F5/D5=C2,40,4-,C2^2.F5,"80,33"
C10.D4,1st non-split extension by C10 of D4 acting via D4/C22=C2,80,,C10.D4,"80,12"
C4×C20,"Abelian group of type [4,20]",80,,C4xC20,"80,20"
C2×C40,"Abelian group of type [2,40]",80,,C2xC40,"80,23"
C22×C20,"Abelian group of type [2,2,20]",80,,C2^2xC20,"80,45"
C23×C10,"Abelian group of type [2,2,2,10]",80,,C2^3xC10,"80,52"
D4×D5,Direct product of D4 and D5,20,4+,D4xD5,"80,39"
C4×F5,Direct product of C4 and F5,20,4,C4xF5,"80,30"
C22×F5,Direct product of C22 and F5,20,,C2^2xF5,"80,50"
C8×D5,Direct product of C8 and D5,40,2,C8xD5,"80,4"
C5×D8,Direct product of C5 and D8,40,2,C5xD8,"80,25"
Q8×D5,Direct product of Q8 and D5,40,4-,Q8xD5,"80,41"
C2×D20,Direct product of C2 and D20,40,,C2xD20,"80,37"
D4×C10,Direct product of C10 and D4,40,,D4xC10,"80,46"
C5×SD16,Direct product of C5 and SD16,40,2,C5xSD16,"80,26"
C23×D5,Direct product of C23 and D5,40,,C2^3xD5,"80,51"
C5×M4(2),Direct product of C5 and M4(2),40,2,C5xM4(2),"80,24"
C5×Q16,Direct product of C5 and Q16,80,2,C5xQ16,"80,27"
Q8×C10,Direct product of C10 and Q8,80,,Q8xC10,"80,47"
C4×Dic5,Direct product of C4 and Dic5,80,,C4xDic5,"80,11"
C2×Dic10,Direct product of C2 and Dic10,80,,C2xDic10,"80,35"
C22×Dic5,Direct product of C22 and Dic5,80,,C2^2xDic5,"80,43"
C2×C4×D5,Direct product of C2×C4 and D5,40,,C2xC4xD5,"80,36"
C2×C5⋊D4,Direct product of C2 and C5⋊D4,40,,C2xC5:D4,"80,44"
C5×C4○D4,Direct product of C5 and C4○D4,40,2,C5xC4oD4,"80,48"
C5×C22⋊C4,Direct product of C5 and C22⋊C4,40,,C5xC2^2:C4,"80,21"
C2×C5⋊C8,Direct product of C2 and C5⋊C8,80,,C2xC5:C8,"80,32"
C5×C4⋊C4,Direct product of C5 and C4⋊C4,80,,C5xC4:C4,"80,22"
C2×C5⋊2C8,Direct product of C2 and C5⋊2C8,80,,C2xC5:2C8,"80,9"
