C120,Cyclic group,120,1,C120,"120,4"
S5,Symmetric group on 5 letters; = PGL2(𝔽5) = Aut(A5) = 5-cell symmetries; almost simple,5,4+,S5,"120,34"
D60,Dihedral group,60,2+,D60,"120,28"
Dic30,Dicyclic group; = C15⋊2Q8,120,2-,Dic30,"120,26"
SL2(𝔽5),"Special linear group on 𝔽52; = C2.A5 = 2I = <2,3,5>",24,2-,"SL(2,5)","120,5"
C5⋊S4,The semidirect product of C5 and S4 acting via S4/A4=C2,20,6+,C5:S4,"120,38"
C15⋊D4,1st semidirect product of C15 and D4 acting via D4/C2=C22,60,4-,C15:D4,"120,11"
C3⋊D20,The semidirect product of C3 and D20 acting via D20/D10=C2,60,4+,C3:D20,"120,12"
C5⋊D12,The semidirect product of C5 and D12 acting via D12/D6=C2,60,4+,C5:D12,"120,13"
C15⋊7D4,1st semidirect product of C15 and D4 acting via D4/C22=C2,60,2,C15:7D4,"120,30"
C15⋊Q8,The semidirect product of C15 and Q8 acting via Q8/C2=C22,120,4-,C15:Q8,"120,14"
C15⋊3C8,1st semidirect product of C15 and C8 acting via C8/C4=C2,120,2,C15:3C8,"120,3"
C15⋊C8,1st semidirect product of C15 and C8 acting via C8/C2=C4,120,4,C15:C8,"120,7"
D30.C2,The non-split extension by D30 of C2 acting faithfully,60,4+,D30.C2,"120,10"
C2×C60,"Abelian group of type [2,60]",120,,C2xC60,"120,31"
C22×C30,"Abelian group of type [2,2,30]",120,,C2^2xC30,"120,47"
C2×A5,Direct product of C2 and A5; = icosahedron/dodecahedron symmetries,10,3+,C2xA5,"120,35"
S3×F5,Direct product of S3 and F5; = Aut(D15) = Hol(C15),15,8+,S3xF5,"120,36"
C5×S4,Direct product of C5 and S4,20,3,C5xS4,"120,37"
D5×A4,Direct product of D5 and A4,20,6+,D5xA4,"120,39"
C6×F5,Direct product of C6 and F5,30,4,C6xF5,"120,40"
C10×A4,Direct product of C10 and A4,30,3,C10xA4,"120,43"
C5×SL2(𝔽3),Direct product of C5 and SL2(𝔽3),40,2,"C5xSL(2,3)","120,15"
S3×C20,Direct product of C20 and S3,60,2,S3xC20,"120,22"
D5×C12,Direct product of C12 and D5,60,2,D5xC12,"120,17"
C3×D20,Direct product of C3 and D20,60,2,C3xD20,"120,18"
C5×D12,Direct product of C5 and D12,60,2,C5xD12,"120,23"
C4×D15,Direct product of C4 and D15,60,2,C4xD15,"120,27"
D4×C15,Direct product of C15 and D4,60,2,D4xC15,"120,32"
D5×Dic3,Direct product of D5 and Dic3,60,4-,D5xDic3,"120,8"
S3×Dic5,Direct product of S3 and Dic5,60,4-,S3xDic5,"120,9"
C22×D15,Direct product of C22 and D15,60,,C2^2xD15,"120,46"
Q8×C15,Direct product of C15 and Q8,120,2,Q8xC15,"120,33"
C6×Dic5,Direct product of C6 and Dic5,120,,C6xDic5,"120,19"
C5×Dic6,Direct product of C5 and Dic6,120,2,C5xDic6,"120,21"
C3×Dic10,Direct product of C3 and Dic10,120,2,C3xDic10,"120,16"
C10×Dic3,Direct product of C10 and Dic3,120,,C10xDic3,"120,24"
C2×Dic15,Direct product of C2 and Dic15,120,,C2xDic15,"120,29"
C2×S3×D5,"Direct product of C2, S3 and D5",30,4+,C2xS3xD5,"120,42"
C2×C3⋊F5,Direct product of C2 and C3⋊F5,30,4,C2xC3:F5,"120,41"
D5×C2×C6,Direct product of C2×C6 and D5,60,,D5xC2xC6,"120,44"
S3×C2×C10,Direct product of C2×C10 and S3,60,,S3xC2xC10,"120,45"
C3×C5⋊D4,Direct product of C3 and C5⋊D4,60,2,C3xC5:D4,"120,20"
C5×C3⋊D4,Direct product of C5 and C3⋊D4,60,2,C5xC3:D4,"120,25"
C5×C3⋊C8,Direct product of C5 and C3⋊C8,120,2,C5xC3:C8,"120,1"
C3×C5⋊C8,Direct product of C3 and C5⋊C8,120,4,C3xC5:C8,"120,6"
C3×C5⋊2C8,Direct product of C3 and C5⋊2C8,120,2,C3xC5:2C8,"120,2"
