C100,Cyclic group,100,1,C100,"100,2"
D50,Dihedral group; = C2×D25,50,2+,D50,"100,4"
Dic25,Dicyclic group; = C25⋊2C4,100,2-,Dic25,"100,1"
C52⋊C4,4th semidirect product of C52 and C4 acting faithfully,10,4+,C5^2:C4,"100,12"
C25⋊C4,The semidirect product of C25 and C4 acting faithfully,25,4+,C25:C4,"100,3"
C5⋊F5,1st semidirect product of C5 and F5 acting via F5/C5=C4,25,,C5:F5,"100,11"
C52⋊6C4,2nd semidirect product of C52 and C4 acting via C4/C2=C2,100,,C5^2:6C4,"100,7"
D5.D5,The non-split extension by D5 of D5 acting via D5/C5=C2,20,4,D5.D5,"100,10"
C102,"Abelian group of type [10,10]",100,,C10^2,"100,16"
C2×C50,"Abelian group of type [2,50]",100,,C2xC50,"100,5"
C5×C20,"Abelian group of type [5,20]",100,,C5xC20,"100,8"
D52,Direct product of D5 and D5,10,4+,D5^2,"100,13"
C5×F5,Direct product of C5 and F5,20,4,C5xF5,"100,9"
D5×C10,Direct product of C10 and D5,20,2,D5xC10,"100,14"
C5×Dic5,Direct product of C5 and Dic5,20,2,C5xDic5,"100,6"
C2×C5⋊D5,Direct product of C2 and C5⋊D5,50,,C2xC5:D5,"100,15"
