C88,Cyclic group,88,1,C88,"88,2"
D44,Dihedral group,44,2+,D44,"88,5"
Dic22,Dicyclic group; = C11⋊Q8,88,2-,Dic22,"88,3"
C11⋊D4,The semidirect product of C11 and D4 acting via D4/C22=C2,44,2,C11:D4,"88,7"
C11⋊C8,The semidirect product of C11 and C8 acting via C8/C4=C2,88,2,C11:C8,"88,1"
C2×C44,"Abelian group of type [2,44]",88,,C2xC44,"88,8"
C22×C22,"Abelian group of type [2,2,22]",88,,C2^2xC22,"88,12"
C4×D11,Direct product of C4 and D11,44,2,C4xD11,"88,4"
D4×C11,Direct product of C11 and D4,44,2,D4xC11,"88,9"
C22×D11,Direct product of C22 and D11,44,,C2^2xD11,"88,11"
Q8×C11,Direct product of C11 and Q8,88,2,Q8xC11,"88,10"
C2×Dic11,Direct product of C2 and Dic11,88,,C2xDic11,"88,6"
