C64,Cyclic group,64,1,C64,"64,1"
D32,Dihedral group,32,2+,D32,"64,52"
Q64,Generalised quaternion group; = C32.C2 = Dic16,64,2-,Q64,"64,54"
SD64,Semidihedral group; = C32⋊2C2 = QD64,32,2,SD64,"64,53"
M6(2),Modular maximal-cyclic group; = C32⋊3C2,32,2,M6(2),"64,51"
C2≀C4,Wreath product of C2 by C4; = AΣL1(𝔽16),8,4+,C2wrC4,"64,32"
C2≀C22,Wreath product of C2 by C22; = Hol(C2×C4),8,4+,C2wrC2^2,"64,138"
C8○D8,Central product of C8 and D8,16,2,C8oD8,"64,124"
D4○D8,Central product of D4 and D8,16,4+,D4oD8,"64,257"
D4○SD16,Central product of D4 and SD16,16,4,D4oSD16,"64,258"
Q8○M4(2),Central product of Q8 and M4(2),16,4,Q8oM4(2),"64,249"
Q8○D8,Central product of Q8 and D8,32,4-,Q8oD8,"64,259"
D4○C16,Central product of D4 and C16,32,2,D4oC16,"64,185"
C4○D16,Central product of C4 and D16,32,2,C4oD16,"64,189"
C8○2M4(2),Central product of C8 and M4(2),32,,C8o2M4(2),"64,86"
D4⋊4D4,3rd semidirect product of D4 and D4 acting via D4/C22=C2; = Hol(D4),8,4+,D4:4D4,"64,134"
C42⋊C4,2nd semidirect product of C42 and C4 acting faithfully,8,4+,C4^2:C4,"64,34"
C23⋊C8,The semidirect product of C23 and C8 acting via C8/C2=C4,16,,C2^3:C8,"64,4"
C16⋊C4,2nd semidirect product of C16 and C4 acting faithfully,16,4,C16:C4,"64,28"
D8⋊2C4,2nd semidirect product of D8 and C4 acting via C4/C2=C2,16,4,D8:2C4,"64,41"
D4⋊5D4,1st semidirect product of D4 and D4 acting through Inn(D4),16,,D4:5D4,"64,227"
C16⋊C22,The semidirect product of C16 and C22 acting faithfully,16,4+,C16:C2^2,"64,190"
C42⋊6C4,3rd semidirect product of C42 and C4 acting via C4/C2=C2,16,,C4^2:6C4,"64,20"
C42⋊3C4,3rd semidirect product of C42 and C4 acting faithfully,16,4,C4^2:3C4,"64,35"
C24⋊3C4,1st semidirect product of C24 and C4 acting via C4/C2=C2,16,,C2^4:3C4,"64,60"
C22⋊D8,The semidirect product of C22 and D8 acting via D8/D4=C2,16,,C2^2:D8,"64,128"
C23⋊3D4,2nd semidirect product of C23 and D4 acting via D4/C2=C22,16,,C2^3:3D4,"64,215"
C23⋊2Q8,2nd semidirect product of C23 and Q8 acting via Q8/C2=C22,16,,C2^3:2Q8,"64,224"
D8⋊C22,4th semidirect product of D8 and C22 acting via C22/C2=C2,16,4,D8:C2^2,"64,256"
M4(2)⋊4C4,4th semidirect product of M4(2) and C4 acting via C4/C2=C2,16,4,M4(2):4C4,"64,25"
M5(2)⋊C2,6th semidirect product of M5(2) and C2 acting faithfully,16,4+,M5(2):C2,"64,42"
C42⋊C22,1st semidirect product of C42 and C22 acting faithfully,16,4,C4^2:C2^2,"64,102"
